Index,0 [0x0][0x0],1 [0x6][0x4],2 [0x5][0xc],3 [0x3][0x10],4 [0x6][0x8],5 [0x19][0x11],6 [0x5][0xe]
369,"낙엽과 비슷하게 생긴 물고기. 떠내려가는 나뭇잎 틈에 섞여 작은 물고기에게 접근한 후, 재빠르게 잡아먹는 사냥의 명수이다.",12783,142,3,399,true,0
370,"범선의 돛처럼 커다란 지느러미로 바람속성 에테르를 받아 고고도를 비행하는 구름고기. 그 모습은 웅장하기 그지없다.",12784,139,6,400,true,0
371,"자기보다 큰 구름고기를 타고 하늘을 이동하는 구름고기. 그 대신 숙주의 등에 달라붙은 해충 따위를 먹어치운다고 한다.",12785,142,6,401,true,0
372,"에테르충과 마찬가지로 거의 먹이를 먹지 않는다. 마그마에 흐르는 불속성 및 땅속성 에테르를 섭취하는 듯하다.",12786,142,7,398,true,0
373,"고열에 적응한 거북. 화산이 분화할 때 높이 쏘아 올려진 개체가 운석처럼 떨어졌다는 전설도 있다.",12787,142,7,398,true,0
374,"무수한 촉수를 뻗어 주위의 벌레를 잡아먹는 수수께끼의 물질. 묘하게 매끈거리는 표면은 사람의 피부처럼 보이기도 한다.",12788,142,8,402,true,0
375,"평소에는 하늘섬 절벽에 달라붙어 있지만, 구름고기를 발견하면 뛰어내렸다가 머리에 달린 비막으로 활공하여 돌아온다.",12789,142,6,400,true,0
376,"분홍빛을 띤 조개. 샬레이안에서는 행운의 상징으로 여겨져, 어렵기로 유명한 마법대학에 도전하는 수험생들이 이 조개의 껍데기를 지니고 다녔다고 한다.",12790,142,2,399,true,0
377,"높은 수압으로 물을 분사하여 물가에 온 드래곤족의 몸에 상처를 내고, 흘러나온 혈액을 마시는 무서운 습성이 있다.",12791,145,3,402,true,0
378,"일부 낚시꾼 모그리들 사이에서 엄청나게 인기 있는 물고기. 그들에게는 이 물고기의 알이 매우 맛있게 느껴진다고 한다.",12792,145,3,400,true,0
379,"독이 있지만, 워낙 맛이 좋아 과거에는 무분별하게 포획되었던 환상의 구름고기. 몸속의 가스 주머니를 풍선처럼 부풀려 날아다닌다.",12793,145,6,400,true,0
380,"하늘요정 셀레네의 근연종으로, 이쪽은 몸 색깔이 붉다. 섭취하는 먹이의 차이로 인해 색깔이 달라진 것으로 보인다.",12794,145,5,400,true,0
381,"하늘섬에 달라붙어 살아가는 산호. 모그리족 예술가는 이것을 잘게 부수어 만든 빨간 물감으로 그림 석판을 칠한다고 한다.",12795,145,6,400,true,0
382,"촉수를 이용해 조개류를 잡아먹는 민물 문어. 드물게 눈 위를 기어 이동할 때도 있지만, 도중에 예티에게 잡아먹히기도 한다.",12796,145,3,397,true,0
383,"잎처럼 생긴 비막을 이용해 구름바다를 하늘하늘 날아다닌다. 가끔 덜렁대는 모그리족이 드래곤으로 착각해 큰 소동을 벌이기도 한다.",12797,145,6,400,true,0
384,"바람속성 에테르를 조종해 토네이도급 회오리를 만들어 타고 날아다닌다. 그 밖에는 특별히 밝혀진 사실이 없다.",12798,180,6,401,true,0
385,"커다란 가스 주머니를 가진 부유 해파리. 일설에 따르면 이것을 본 이크살족이 기구의 원리를 발명했다고도 한다.",12799,145,5,397,true,0
386,"고온을 견뎌내기 위해 금속질 비늘로 온몸이 뒤덮인 용암고기. 바위처럼 생긴 모습 때문에 화석으로 오인되는 일도 많다.",12800,145,7,398,true,0
387,"지느러미를 손발처럼 이용해 돌아다니는 징그러운 물고기. 그 모습이 어쩐지 어인 종족 로프켄과 많이 닮았는데…….",12801,145,8,402,true,0
388,"하천 생태계의 정상에 군림하는 사나운 포식자. 물론 드래곤족을 제외했을 경우의 이야기이다.",12802,145,2,398,true,0
389,"드래곤족의 먹이로 이용하기 위해 마과학으로 품종개량한 물고기. 번식 능력이 탁월하고 영양가도 높다고 한다.",12803,180,3,402,true,0
390,"과학자 집단 '푸른손'이 품종개량한 고블린 농어. 흙내가 심하고 맛이 없지만, 고블린족 입맛에는 잘 맞는 듯하다.",12804,145,2,399,true,0
391,"눈으로 따라가기도 힘든 속도로 비행하는 구름고기. 어린 드래곤족은 이 구름고기를 상대로 사냥을 연습한다고 한다.",12805,145,6,400,true,0
392,"아지스 라 주변 하늘에서 독자적으로 진화한 구름고기. 자극을 가하면 온몸에 빼곡히 난 가시에서 독액을 분무한다.",12806,148,6,402,true,0
393,"송장고기의 원종으로 여겨지는 물고기. 투명한 젤리 형태의 외투막을 생성하여 마법샘의 독소로부터 몸을 지킨다고 한다.",12807,145,8,402,true,0
394,"겉보기에는 봉골라 조개와 닮았지만, 표면이 이상하리만치 부드럽다. 날아다니는 원리조차 밝혀지지 않은 정체불명의 존재.",12808,150,6,402,true,0
395,"따뜻한 물을 좋아하는 물고기. 이슈가르드의 귀부인들 사이에서는 피부 각질을 먹어주는 '치료사 물고기'로 알려져 있다.",12809,145,3,397,true,0
396,"하늘섬 사이를 넘나드는 전갈. 한 쌍의 집게로 구름고기를 잡아 하늘섬으로 옮긴 뒤, 깨끗하게 해체하여 내장을 먹는다.",12810,145,6,401,true,0
397,"배에 있는 빨판과 지느러미로 바위를 오르는 기묘한 물고기. 그 후 바위에서 뛰어내리며 비행하는 벌레를 잡아 물속으로 들어간다.",12811,145,3,402,true,0
398,"지느러미를 이용해 마법샘을 이곳저곳 돌아다니는 기묘한 물고기. 물 밖에 나와 있을 때는 매우 눈에 띄지만, 독이 있어 잡아먹히지 않는다.",12812,145,8,402,true,0
399,"길게 뻗은 등지느러미로 바람속성 에테르를 모아 날아다니는 구름고기. 날카롭고 긴 이빨로 사냥감을 덮치는 모습이 무시무시하다.",12813,148,6,400,true,0
400,"비행가오리의 근연종. 구름바다를 소리도 없이 미끄러지듯 날아다니기 때문에, 바누바누족은 이것을 죽은 자의 혼이라고 여긴다.",12814,148,6,401,true,0
401,"위험을 감지하면 기름 같은 미끌미끌한 물질을 분비하는 징그러운 물고기. 맨손으로 잡기는 불가능에 가깝다.",12815,148,8,402,true,0
402,"보석처럼 빛을 내는 촉완으로 물고기를 유인해 잡아먹는 해파리. 맹독이 있어 함부로 만지면 안 된다.",12816,148,8,402,true,0
403,"뾰족한 코끝은 충각, 거대한 지느러미는 노처럼 보인다 하여 군함에 빗대어진다. 실제로도 돌진력이 무시무시하다.",12817,148,2,397,true,0
404,"최대 1얄름까지 성장하는 대형 가재. 일찍이 샬레이안에서는 이 가재의 크기를 견주는 품평회가 열렸다고 한다.",12818,148,3,399,true,0
405,"저지 드라바니아에 서식하는 고유종. 고블린족이 방류한 외래종과 치열한 생존 경쟁을 펼치고 있다.",12819,150,3,399,true,0
406,"메기와 닮은 용암고기. 일부 전승에는 화산의 분화를 관장하는 존재로 기록되어 있으나, 실물을 목격한 사람은 적다.",12820,148,7,398,true,0
407,"옛 모습을 그대로 유지하고 있는 날개 달린 갑린강 생물. 드래곤족으로 착각하는 사람도 많으나, 지능이 낮아서 짐승이나 마찬가지이다.",12821,145,6,400,true,0
408,"에테르 날개가 커다랗게 발달한 구름고기. 가느다란 지느러미를 다리처럼 이용해서 하늘섬 절벽에 붙어 휴식을 취하기도 한다.",12822,148,6,401,true,0
409,"솟아나는 온천수 주위에 서식하는 성게의 일종. 온천에 몸을 담그러 온 예티가 이것을 밟고 광분 상태에 빠지기도 한다.",12823,180,3,397,true,2500
410,"온천지대에 자리 잡은 송어. 따뜻해서 옅은 분홍색으로 상기된 것처럼 보여 이렇게 불린다.",12824,148,3,397,true,0
411,"바람 크리스탈 성분을 함유한 등딱지로 하늘을 나는 신기한 거북. 하지만 등딱지에 상처가 나면 순식간에 땅으로 떨어진다.",12825,180,6,402,true,2502
412,"무시무시한 마력으로 냉기를 방출하여 용암의 열을 견뎌내는 신기한 물고기. 그래서인지 전설 속 '흑마도사'의 이름으로 불린다.",12826,150,7,398,true,0
413,"머리는 투명한 반구형 막으로 덮여 있으며, 눈알은 원통 모양으로 생겨 기계처럼 보인다. 키메라 실험의 결과물로 여겨진다.",12827,180,8,402,true,2502
414,"전기를 발생시켜 주위에 있는 사냥감을 찾아 잡아먹는 교활한 포식자. 생김새는 장어와 닮았지만, 전혀 다른 종이다.",12828,150,2,398,true,0
415,"아발라시아 구름바다에만 사는 꼬치어. 채찍처럼 몸을 굽혀 튀어 올라서, 하늘을 나는 게일리캣을 잡아먹기도 한다.",12829,150,3,401,true,0
416,"저지 드라바니아의 고유종 아로와나. 엄청난 크기로 성장한다. 성질이 온순하여 느긋하게 헤엄치는 모습이 철학자처럼 보인다.",12830,180,3,399,true,2501
417,"비늘이 발달해 갑옷처럼 보이는 악어. 철인농어를 대량으로 잡아먹는 탓에 푸른손은 이것을 눈엣가시로 여긴다.",12831,150,2,399,true,0
418,"깊은 땅속에 있는 마그마 웅덩이에 서식하는 환상의 용암고기. 그간 상상 속에나 나오는 존재로 여겨졌기 때문에 학계에 충격을 몰고 왔다.",12832,180,7,398,true,2501
419,"박물전함에 보관돼있던 생체 견본. 아마도 고대의 익룡이거나, 그것을 바탕으로 개량한 존재인 듯하다.",12833,150,6,402,true,0
420,"거대한 날개막으로 하늘섬을 날아다니는 문어. 바누바누족은 흡혈귀라며 두려워하지만, 실제로는 피를 빨지 않는다.",12834,150,6,401,true,0
421,"평소에는 비막을 이용해 날아다니지만, 사냥감을 발견하면 몸속에서 발효시킨 가스를 분사하여 엄청난 속도로 덮친다.",12835,180,6,400,true,0
422,"살리아크 강의 고유종. 투쟁심이 너무 강한 나머지 대형 어류에게도 정면으로 덤빈 결과, 개체 수가 적고 희귀하다.",12836,180,2,399,true,2501
423,"번식기가 되면 뱃속에 알을 가득 품은 암컷이 잡힌다. 대단히 맛있지만, 워낙 수가 적어 좀처럼 유통되지 않는다.",12837,180,3,397,true,2500
424,"은근히 어인종족 오프켄을 닮은 마법샘고기. 낚아 올리면 지성이 느껴지는 눈빛을 보낸다.",13727,180,8,402,true,2502
425,"한랭지 호수에 서식하는 껍데기 없는 조개. 여섯 개의 촉수를 뻗어 작은 생물을 잡아먹는 모습은 끔찍하기 짝이 없다.",13728,180,3,397,true,2500
426,"고지 드라바니아에 서식하는 아발라시아 빙어의 근연종. 잠자리용의 좋은 영양 공급원이라고 한다.",13729,150,2,398,true,0
427,"아발라시아 구름바다 고공층에서 볼 수 있는 푸른하늘산호의 근연종. 환경 에테르 농도가 다르기 때문에 색이 약간 옅다.",13730,180,6,401,true,2502
428,"마나항해어의 근연종. 평소에는 하늘섬 바닥에 달라붙어 숨어있지만, 해 질 무렵에 먹이를 찾아 일제히 날아오른다.",13731,180,6,400,true,2501
429,"살리아크 강에서 최근 개체 수가 늘고 있는 외래종. 고블린족 낚시꾼이 낚시를 즐기려고 살리아크 강에 풀었다고 한다.",13732,180,2,399,true,2501
430,"고지 드라바니아에서 발견된 용암성 달팽이. 껍데기에 용암을 부착하여 고열로부터 몸을 지키는 듯하다.",14215,180,7,398,true,2501
431,"호박석 같은 무늬를 가진 양서류. 평소에는 곤충이나 거미를 잡아먹지만, 의외로 사나워서 때로는 동족을 잡아먹는 경우도 있다.",14211,180,2,398,true,2501
432,"비교적 물살이 느린 곳을 찾아 조용히 살아가는 소형 물고기. 호랑고기의 좋은 먹잇감이 된다.",14212,180,2,399,true,2501
433,"원반형 몸통으로 바람속성 에테르를 받아 날아다니는 구름고기. 떼를 지어 우아하게 비행하는 모습은 말 그대로 뭉게구름처럼 보인다.",14213,180,6,401,true,2502
434,"연달아 신종이 발견되는 드라바니아 구름바다에서 새로 찾아낸 익룡의 일종. 크고 긴 볏을 가졌지만, 어떤 기능이 있는지는 밝혀지지 않았다.",14214,180,6,400,true,2501
435,"빛을 내는 유인용 돌기로 물고기를 끌어들여 잡아먹는다. 이 기관이 아름다운 보석으로 장식한 사제의 관을 닮았다 하여 사제아귀라는 이름이 붙게 되었다.",14216,180,3,397,true,2500
436,"커르다스 지방의 호수에 분포하는 대형 굴. 바위에 너무 강하게 밀착되어있어, 성도에서는 전쟁신 강철에 빗대기도 한다.",14217,180,3,397,true,2500
437,"올리펀트 코처럼 생긴 독특한 주둥이를 가진 마법샘고기. 미세한 전기를 방출해 주위를 탐색하며 먹이를 찾는다고 한다.",14218,180,8,402,true,2502
438,"성 다니펜이 호수의 크라켄을 퇴치한 일화는 오랜 세월 비유적인 표현으로 여겨졌으나, 최근 실제로 이 오징어가 발견되었다.",14219,180,3,397,true,2500
439,"비늘 같은 무늬가 있어, 샬레이안의 학자들 사이에서는 다리가 퇴화된 갑린강이 아니냐는 의견이 나오기도 했다.",14220,180,2,399,true,2501
440,"마법인형 기술로 혼자 움직이는 양동이. 게으른 낚시꾼이 낚은 고기를 나르기 위해 만든 듯하나, 긴 세월 동안 호수 바닥에 가라앉아 있었다.",15439,180,3,397,true,0
441,"재물의 상징인 커르다스 복어 중에서도 특히 거대한 개체. 금화가 꽉 찬 귀족의 지갑에 비유된다.",15626,180,3,397,true,0
442,"거대한 온천성게. 온천욕을 즐기러 온 예티의 발에 상처를 입혀 죽게 한 전력이 있다고 한다.",15627,180,3,397,true,2500
443,"이슈가르드의 전설적인 갤리선 '근위함'의 이름을 딴 거대한 군함어. 돌진력으로 수많은 먹잇감을 사냥했다.",15628,180,2,397,true,2500
444,"두려움을 모르는 그림자수염. 물을 마시러 내려온 드래곤족의 발을 물어, 비늘을 벗겨 먹었다는 일화가 있다.",15629,180,2,398,true,2501
445,"바스의 토굴집에 있는 그나스족 '강심장'의 꿈에 밤마다 나타나는 물고기 괴물. 둘이 어떤 관계인지는 알 수 없다.",15630,180,3,398,true,2501
446,"거대한 혜성거북. 빨갛게 달아오른 등딱지를 빛내며 사냥감에게 달려드는 모습이 전설의 파괴마법 '메테오'처럼 보인다.",15631,180,7,398,true,2501
447,"살리아크 강은 때로 지식의 신 살리아크의 물병에 비유된다. 그곳의 터주로 군림하는 것이 바로 이 내륙농어이다.",15632,180,3,399,true,0
448,"오스카의 백변종 중에서도 유독 거대하게 자란 개체. 그 모습이 마치 흰 날개의 비도프니르 같다.",15633,180,3,400,true,2501
449,"거대한 용의 혼. 그 모습을 본 모그리족이, 죽은 천룡 라타토스크가 돌아왔다고 착각했을 만큼 거대하다.",15634,180,6,400,true,2501
450,"물에 떨어뜨린 먹물이 스민 듯한 독특한 보호색을 지닌 아름다운 툭눈금붕어. 하늘섬 물가를 우아하게 노닌다.",15635,180,2,401,true,2502
451,"하늘을 나는 식인 상어가 흉악한 돌풍을 이끌고 돌아왔다. 최대순간풍속은 사상 최강. 말로는 더 설명할 수 없다.",15636,180,6,401,true,2502
452,"바위 표면에 붙어 암석 성분을 녹여 먹으며 등딱지를 더욱 단단하게 만든 개체. 드래곤족도 깨지 못할 정도로 단단하다.",15637,180,8,402,true,0
453,"드래곤족도 쉽게 삼키지 못할 정도로 자란 진광 피라루쿠. 살점도 딱딱해서 도저히 먹을 수 없다.",15638,180,3,402,true,2502
454,"빙하핵을 먹고 급성장한 서리해파리. 신전기사단은 대 시바용 방어책으로 이용할 방법을 모색하고 있었다.",16745,190,5,397,true,0
455,"한층 높은 열량을 내뿜는 마법사어. 얼지 않는 연못이 절대 얼지 않는 이유는 이 물고기가 존재하기 때문이라는 소문도 있다.",16746,190,3,397,true,0
456,"세 번 구부러진 입에, 두 갈래로 갈라진 혀를 가졌다고 소문난 물고기. 어부를 속이는 기술이 뛰어나 좀처럼 낚아 올릴 수가 없다.",16747,190,2,398,true,2501
457,"어딘지 모르게 덧없는 아름다움을 가진 나비고기. '대이동' 때 끌려간 남편이 돌아오기를 지금도 기다리고 있는 모양이다.",16748,190,3,399,true,2501
458,"대형 폼폼폼. 모그모그 고향의 초대 장로 '모그루그'의 머리에서 뜯겨나온 폼폼이 변한 모습이라는 소문이 있다.",16749,190,3,400,true,2501
459,"큰 몸집으로도 자유자재로 구름바다를 날아다니기 위해, 얇고 가벼운 몸을 손에 넣은 개체. 엷게 덮여 그림자가 지지 않는 권층운에 비유되곤 한다.",16750,190,6,401,true,2502
460,"유리화한 광물이 절묘한 비율로 몸 표면을 겹겹이 뒤덮어 매우 아름다운 빛을 띠는 용암생물. 감상용으로 높은 수요를 자랑한다.",16751,190,7,398,true,2501
461,"인간의 손가락처럼 생긴 촉수를 만들어내는 수수께끼의 생물. 연구 과정에서 만드는 방법을 알게 된 성 코이나크 재단 직원은 비명을 지르며 실신했다.",16752,190,8,402,true,2502
462,"꼬마 아홀로틀의 돌연변이. 무수한 눈처럼 보이는 특수한 반점으로 포식자가 꺼리도록 만들어 살아남아왔다.",16753,190,3,402,true,2502
463,"'푸른손'의 총수 퀵싱크스가 낚다가 놓쳐버렸다는 거물. 평생의 라이벌로 삼아 '만능'이라는 칭호를 붙여주었다.",16754,190,2,399,true,2501
464,"큼직한 얼음신어. 다이아몬드 더스트가 빛나는 차가운 겨울 하늘 아래서 우아하게 헤엄치는 모습 때문에, 언제부턴가 '얼음의 무녀'라고 불리게 되었다.",16756,190,2,397,true,2500
465,"이상할 만큼 크게 발달한 머리와 기묘한 이빨이 특징적인 익룡. 하늘섬 가장자리에 매달려있다가 활공비행으로 솜씨 좋게 구름고기를 사냥한다고 한다.",16742,190,6,400,true,2501
466,"입을 크게 벌리고, 구름고기떼를 단번에 먹어치우는 마물. 또, 입을 벌려서 공기 저항을 높여 급제동을 걸기도 한다.",16743,190,6,401,true,2502
467,"알라그 제국이 만들어낸 키메라 생물. 고주파로 진동하는 칼날 모양 주둥이로 적 병사를 베어버리는 투영 생물병기로 개발되었다.",16744,190,8,402,true,2502
468,"",0,0,0,0,true,0
469,"",0,0,0,0,true,0
470,"",0,0,0,0,true,0
471,"",0,0,0,0,true,0
472,"",0,0,0,0,true,0
473,"",0,0,0,0,true,0
474,"",0,0,0,0,true,0
475,"",0,0,0,0,true,0
476,"",0,0,0,0,true,0
477,"",0,0,0,0,true,0
478,"",0,0,0,0,true,0
479,"",0,0,0,0,true,0
480,"",0,0,0,0,true,0
481,"",0,0,0,0,true,0
482,"",0,0,0,0,true,0
483,"",0,0,0,0,true,0
484,"",0,0,0,0,true,0
485,"",0,0,0,0,true,0
486,"",0,0,0,0,true,0
487,"",0,0,0,0,true,0
488,"",0,0,0,0,true,0
489,"",0,0,0,0,true,0
490,"",0,0,0,0,true,0
491,"",6688,36,18,134,false,0
492,"",6689,41,18,134,false,0
493,"프테라노돈과 비슷한 갑린강 비행종. 주로 구름고기를 잡아먹지만, 드물게 하늘섬에 서식하는 어린 고대 야수를 노리기도 한다.",6690,46,18,134,false,0
494,"디아뎀 제도 일대의 하늘에 군림하는 사나운 포식자. 날카로운 부리로 비공정의 공기주머니를 찢어 격추시키기도 한다.",6691,50,18,134,false,0
495,"",6692,50,18,134,false,0
496,"디아뎀 제도에 서식하는 해조구의 일종. 빛의 각도에 따라 바뀌는 영롱한 색채는 왕관을 장식하는 보석에 비유된다.",0,2,18,155,false,0
497,"디아뎀 제도의 먹이사슬을 떠받치는 민물고기. 이곳에 서식하는 고대 야수는 물론, 비공정을 잃은 조난자들의 배도 채워준다.",0,2,18,156,false,0
498,"디아뎀 제도에서 확인된 대형 어류. 바람신 '가루다'의 이름으로 불리는 이유는 주변 하늘의 풍맥이 빠르게 변화하기 때문이다.",0,2,18,155,false,0
499,"디아뎀 제도에서 발견된 물고기의 일종. 아름다운 왕관을 노리는 도둑 같다고 하여 이렇게 불린다.",12241,136,18,397,false,0
500,"집게발을 매우 능숙하게 다루는 모습이 보석공예가와 비슷하다 하여 이름 붙여진 갑각류. 아름다운 이름과는 달리, 사체를 조각내 먹는 모습은 소름이 돋는다.",12242,150,18,397,false,0
501,"",12243,150,18,397,false,0
502,"",0,5,18,137,false,0
503,"",13733,150,18,401,false,0
504,"",13734,180,18,401,false,0
505,"",13631,180,18,401,false,0
506,"",13736,150,18,401,false,0
507,"",13737,150,18,401,false,0
508,"",13738,150,18,401,false,0
509,"",13739,180,18,401,false,0
510,"",13740,150,18,401,false,0
